case_id,step,timestamp,actor,duration_minutes,cost
TICKET_1248,In_Progress,2026-02-03T16:41:23.070451,agent_1,125,37.5
TICKET_1248,Closed,2026-02-03T16:43:23.070451,system,2,0.1
TICKET_1249,Created,2026-02-03T14:30:23.070497,system,1,0.05
TICKET_1249,Assigned,2026-02-03T14:33:23.070497,system,3,0.15
TICKET_1249,In_Progress,2026-02-03T17:16:23.070497,agent_2,163,97.8
TICKET_1249,Approved,2026-02-04T03:13:23.070497,manager,597,716.4
TICKET_1249,Closed,2026-02-04T03:16:23.070497,system,3,0.15
TICKET_1250,Created,2026-02-03T14:33:23.070565,system,4,0.2
TICKET_1250,Assigned,2026-02-03T14:38:23.070565,system,5,0.25
TICKET_1250,In_Progress,2026-02-03T17:05:23.070565,agent_2,147,88.2
TICKET_1250,Closed,2026-02-03T17:06:23.070565,system,1,0.05
TICKET_1251,Created,2026-02-03T14:31:23.070618,system,2,0.1
TICKET_1251,Assigned,2026-02-03T14:34:23.070618,system,3,0.15
TICKET_1251,In_Progress,2026-02-03T15:14:23.070618,agent_2,40,24.0
TICKET_1251,Closed,2026-02-03T15:15:23.070618,system,1,0.05
TICKET_1252,Created,2026-02-03T14:31:23.070666,system,2,0.1
TICKET_1252,Assigned,2026-02-03T14:36:23.070666,system,5,0.25
TICKET_1252,In_Progress,2026-02-03T16:32:23.070666,agent_2,116,34.8
TICKET_1252,Escalated,2026-02-03T20:28:23.070666,agent_2,236,141.6
TICKET_1252,Approved,2026-02-04T23:25:23.070666,manager,1617,646.8
TICKET_1252,Closed,2026-02-04T23:26:23.070666,system,1,0.05
TICKET_1253,Created,2026-02-03T14:32:23.070736,system,3,0.15
TICKET_1253,Assigned,2026-02-03T14:37:23.070736,system,5,0.25
TICKET_1253,In_Progress,2026-02-03T15:39:23.070736,agent_1,62,18.6
TICKET_1253,Escalated,2026-02-03T16:56:23.070736,agent_2,77,46.2
TICKET_1253,In_Progress,2026-02-03T17:29:23.070736,agent_1,33,9.9
TICKET_1253,Escalated,2026-02-03T22:16:23.070736,agent_2,287,172.2
TICKET_1253,In_Progress,2026-02-03T23:56:23.070736,agent_1,100,30.0
TICKET_1253,Closed,2026-02-03T23:58:23.070736,system,2,0.1
TICKET_1254,Created,2026-02-03T14:34:23.070828,system,5,0.25
TICKET_1254,Assigned,2026-02-03T14:36:23.070828,system,2,0.1
TICKET_1254,In_Progress,2026-02-03T16:22:23.070828,agent_2,106,63.6
TICKET_1254,Closed,2026-02-03T16:25:23.070828,system,3,0.15
TICKET_1255,Created,2026-02-03T14:32:23.070876,system,3,0.15
TICKET_1255,Assigned,2026-02-03T14:37:23.070876,system,5,0.25
TICKET_1255,In_Progress,2026-02-03T15:39:23.070876,agent_1,62,18.6
TICKET_1255,Approved,2026-02-03T23:59:23.070876,manager,500,600.0
TICKET_1255,Closed,2026-02-04T00:01:23.070876,system,2,0.1
TICKET_1256,Created,2026-02-03T14:33:23.070934,system,4,0.2
TICKET_1256,Assigned,2026-02-03T14:35:23.070934,system,2,0.1
TICKET_1256,In_Progress,2026-02-03T16:01:23.070934,agent_1,86,25.8
TICKET_1256,Approved,2026-02-03T18:43:23.070934,manager,162,194.4
TICKET_1256,Closed,2026-02-03T18:44:23.070934,system,1,0.05
TICKET_1257,Created,2026-02-03T14:33:23.070991,system,4,0.2
TICKET_1257,Assigned,2026-02-03T14:38:23.070991,system,5,0.25
TICKET_1257,In_Progress,2026-02-03T15:19:23.070991,agent_1,41,12.3
TICKET_1257,Closed,2026-02-03T15:22:23.070991,system,3,0.15
TICKET_1258,Created,2026-02-03T14:32:23.071037,system,3,0.15
TICKET_1258,Assigned,2026-02-03T14:34:23.071037,system,2,0.1
TICKET_1258,In_Progress,2026-02-03T15:37:23.071037,agent_1,63,18.9
TICKET_1258,Approved,2026-02-03T19:26:23.071037,manager,229,274.8
TICKET_1258,Closed,2026-02-03T19:29:23.071037,system,3,0.15
TICKET_1259,Created,2026-02-03T14:30:23.071094,system,1,0.05
TICKET_1259,Assigned,2026-02-03T14:34:23.071094,system,4,0.2
TICKET_1259,In_Progress,2026-02-03T15:38:23.071094,agent_1,64,19.2
TICKET_1259,Closed,2026-02-03T15:39:23.071094,system,1,0.05
TICKET_1260,Created,2026-02-03T14:33:23.071143,system,4,0.2
TICKET_1260,Assigned,2026-02-03T14:37:23.071143,system,4,0.2
TICKET_1260,In_Progress,2026-02-03T16:26:23.071143,agent_1,109,32.7
TICKET_1260,Closed,2026-02-03T16:28:23.071143,system,2,0.1
TICKET_1261,Created,2026-02-03T14:31:23.071189,system,2,0.1
TICKET_1261,Assigned,2026-02-03T14:35:23.071189,system,4,0.2
TICKET_1261,In_Progress,2026-02-03T17:25:23.071189,agent_2,170,102.0
TICKET_1261,Closed,2026-02-03T17:28:23.071189,system,3,0.15
TICKET_1262,Created,2026-02-03T14:31:23.071235,system,2,0.1
TICKET_1262,Assigned,2026-02-03T14:33:23.071235,system,2,0.1
TICKET_1262,In_Progress,2026-02-03T16:11:23.071235,agent_1,98,29.4
TICKET_1262,Closed,2026-02-03T16:14:23.071235,system,3,0.15
TICKET_1263,Created,2026-02-03T14:30:23.071281,system,1,0.05
TICKET_1263,Assigned,2026-02-03T14:34:23.071281,system,4,0.2
TICKET_1263,In_Progress,2026-02-03T16:40:23.071281,agent_1,126,37.8
TICKET_1263,Closed,2026-02-03T16:41:23.071281,system,1,0.05
TICKET_1264,Created,2026-02-03T14:32:23.071327,system,3,0.15
TICKET_1264,Assigned,2026-02-03T14:37:23.071327,system,5,0.25
TICKET_1264,In_Progress,2026-02-03T17:02:23.071327,agent_1,145,43.5
TICKET_1264,Approved,2026-02-03T21:04:23.071327,manager,242,290.4
TICKET_1264,Closed,2026-02-03T21:07:23.071327,system,3,0.15
TICKET_1265,Created,2026-02-03T14:31:23.071384,system,2,0.1
TICKET_1265,Assigned,2026-02-03T14:36:23.071384,system,5,0.25
TICKET_1265,In_Progress,2026-02-03T16:57:23.071384,agent_2,141,84.6
TICKET_1265,Closed,2026-02-03T17:00:23.071384,system,3,0.15
TICKET_1266,Created,2026-02-03T14:33:23.071430,system,4,0.2
TICKET_1266,Assigned,2026-02-03T14:35:23.071430,system,2,0.1
TICKET_1266,In_Progress,2026-02-03T15:13:23.071430,agent_2,38,22.8
TICKET_1266,Closed,2026-02-03T15:15:23.071430,system,2,0.1
TICKET_1267,Created,2026-02-03T14:31:23.071476,system,2,0.1
TICKET_1267,Assigned,2026-02-03T14:35:23.071476,system,4,0.2
TICKET_1267,In_Progress,2026-02-03T17:12:23.071476,agent_2,157,94.2
TICKET_1267,Escalated,2026-02-03T20:26:23.071476,agent_2,194,116.4
TICKET_1267,In_Progress,2026-02-03T21:49:23.071476,agent_2,83,49.8
TICKET_1267,Closed,2026-02-03T21:50:23.071476,system,1,0.05
TICKET_1268,Created,2026-02-03T14:34:23.071546,system,5,0.25
TICKET_1268,Assigned,2026-02-03T14:39:23.071546,system,5,0.25
TICKET_1268,In_Progress,2026-02-03T15:25:23.071546,agent_2,46,27.6
TICKET_1268,Approved,2026-02-04T00:49:23.071546,manager,564,225.6
TICKET_1268,Closed,2026-02-04T00:52:23.071546,system,3,0.15
TICKET_1269,Created,2026-02-03T14:35:23.071609,system,6,0.15
TICKET_1269,Assigned,2026-02-03T14:38:23.071609,system,3,0.15
TICKET_1269,In_Progress,2026-02-03T16:45:23.071609,agent_1,127,38.1
TICKET_1269,Closed,2026-02-03T16:47:23.071609,system,2,0.1
TICKET_1270,Created,2026-02-03T14:33:23.071658,system,4,0.2
TICKET_1270,Assigned,2026-02-03T14:35:23.071658,system,2,0.1
TICKET_1270,In_Progress,2026-02-03T17:22:23.071658,agent_1,167,50.1
TICKET_1270,Escalated,2026-02-03T18:49:23.071658,agent_2,87,52.2
TICKET_1270,In_Progress,2026-02-03T20:47:23.071658,agent_1,118,35.4
TICKET_1270,Approved,2026-02-04T08:29:23.071658,manager,702,280.8
TICKET_1270,Closed,2026-02-04T08:30:23.071658,system,1,0.05
TICKET_1271,Created,2026-02-03T14:33:23.071740,system,4,0.2
TICKET_1271,Assigned,2026-02-03T14:35:23.071740,system,2,0.1
TICKET_1271,In_Progress,2026-02-03T15:30:23.071740,agent_2,55,33.0
TICKET_1271,Closed,2026-02-03T15:32:23.071740,system,2,0.1
TICKET_1272,Created,2026-02-03T14:33:23.071785,system,4,0.2
TICKET_1272,Assigned,2026-02-03T14:38:23.071785,system,5,0.25
TICKET_1272,In_Progress,2026-02-03T15:53:23.071785,agent_1,75,22.5
TICKET_1272,Closed,2026-02-03T15:54:23.071785,system,1,0.05
TICKET_1273,Created,2026-02-03T14:33:23.071832,system,4,0.2
TICKET_1273,Assigned,2026-02-03T14:36:23.071832,system,3,0.15
TICKET_1273,In_Progress,2026-02-03T17:24:23.071832,agent_2,168,100.8
TICKET_1273,Approved,2026-02-03T23:03:23.071832,manager,339,406.8
TICKET_1273,Closed,2026-02-03T23:04:23.071832,system,1,0.05
TICKET_1274,Created,2026-02-03T14:33:23.071890,system,4,0.2
TICKET_1274,Assigned,2026-02-03T14:41:23.071890,system,8,0.2
TICKET_1274,In_Progress,2026-02-03T17:39:23.071890,agent_2,178,106.8
TICKET_1274,Escalated,2026-02-03T19:07:23.071890,agent_2,88,52.8
TICKET_1274,Approved,2026-02-03T21:28:23.071890,manager,141,169.2
TICKET_1274,Closed,2026-02-03T21:29:23.071890,system,1,0.05
TICKET_1275,Created,2026-02-03T14:32:23.071959,system,3,0.15
TICKET_1275,Assigned,2026-02-03T14:34:23.071959,system,2,0.1
TICKET_1275,In_Progress,2026-02-03T16:46:23.071959,agent_2,132,79.2
TICKET_1275,Escalated,2026-02-03T20:08:23.071959,agent_2,202,121.2
TICKET_1275,Approved,2026-02-04T03:15:23.071959,manager,427,512.4
TICKET_1275,Closed,2026-02-04T03:16:23.071959,system,1,0.05
TICKET_1276,Created,2026-02-03T14:33:23.072029,system,4,0.2
TICKET_1276,Assigned,2026-02-03T14:37:23.072029,system,4,0.2
TICKET_1276,In_Progress,2026-02-03T16:25:23.072029,agent_1,108,32.4
TICKET_1276,Closed,2026-02-03T16:27:23.072029,system,2,0.1
TICKET_1277,Created,2026-02-03T14:32:23.072075,system,3,0.15
TICKET_1277,Assigned,2026-02-03T14:36:23.072075,system,4,0.2
TICKET_1277,In_Progress,2026-02-03T15:28:23.072075,agent_2,52,31.2
TICKET_1277,Closed,2026-02-03T15:29:23.072075,system,1,0.05
TICKET_1278,Created,2026-02-03T14:33:23.072120,system,4,0.2
TICKET_1278,Assigned,2026-02-03T14:38:23.072120,system,5,0.25
TICKET_1278,In_Progress,2026-02-03T20:02:23.072120,agent_1,324,32.4
TICKET_1278,Closed,2026-02-03T20:04:23.072120,system,2,0.1
TICKET_1279,Created,2026-02-03T14:33:23.072167,system,4,0.2
TICKET_1279,Assigned,2026-02-03T14:35:23.072167,system,2,0.1
TICKET_1279,In_Progress,2026-02-03T17:17:23.072167,agent_1,162,48.6
TICKET_1279,Approved,2026-02-03T21:59:23.072167,manager,282,338.4
TICKET_1279,Closed,2026-02-03T22:00:23.072167,system,1,0.05
TICKET_1280,Created,2026-02-03T14:34:23.072224,system,5,0.25
TICKET_1280,Assigned,2026-02-03T14:37:23.072224,system,3,0.15
TICKET_1280,In_Progress,2026-02-03T15:19:23.072224,agent_1,42,12.6
TICKET_1280,Closed,2026-02-03T15:22:23.072224,system,3,0.15
TICKET_1281,Created,2026-02-03T14:33:23.072270,system,4,0.2
TICKET_1281,Assigned,2026-02-03T14:35:23.072270,system,2,0.1
TICKET_1281,In_Progress,2026-02-03T16:28:23.072270,agent_2,113,67.8
TICKET_1281,Escalated,2026-02-03T20:31:23.072270,agent_2,243,145.8
TICKET_1281,In_Progress,2026-02-03T22:57:23.072270,agent_1,146,43.8
TICKET_1281,Closed,2026-02-03T23:00:23.072270,system,3,0.15
TICKET_1282,Created,2026-02-03T14:33:23.072339,system,4,0.2
TICKET_1282,Assigned,2026-02-03T14:37:23.072339,system,4,0.2
TICKET_1282,In_Progress,2026-02-03T17:21:23.072339,agent_1,164,49.2
TICKET_1282,Closed,2026-02-03T17:24:23.072339,system,3,0.15
TICKET_1283,Created,2026-02-03T14:32:23.072387,system,3,0.15
TICKET_1283,Assigned,2026-02-03T14:35:23.072387,system,3,0.15
TICKET_1283,In_Progress,2026-02-03T16:07:23.072387,agent_1,92,27.6
TICKET_1283,Approved,2026-02-04T13:28:23.072387,manager,1281,512.4
TICKET_1283,Closed,2026-02-04T13:31:23.072387,system,3,0.15
TICKET_1284,Created,2026-02-03T14:31:23.072444,system,2,0.1
TICKET_1284,Assigned,2026-02-03T14:34:23.072444,system,3,0.15
TICKET_1284,In_Progress,2026-02-03T16:52:23.072444,agent_2,138,82.8
TICKET_1284,Closed,2026-02-03T16:53:23.072444,system,1,0.05
TICKET_1285,Created,2026-02-03T14:32:23.072490,system,3,0.15
TICKET_1285,Assigned,2026-02-03T14:34:23.072490,system,2,0.1
TICKET_1285,In_Progress,2026-02-03T17:01:23.072490,agent_2,147,88.2
TICKET_1285,Escalated,2026-02-03T22:10:23.072490,agent_2,309,61.8
TICKET_1285,Approved,2026-02-04T17:55:23.072490,manager,1185,474.0
TICKET_1285,Closed,2026-02-04T17:58:23.072490,system,3,0.15
TICKET_1286,Created,2026-02-03T14:33:23.072565,system,4,0.2
TICKET_1286,Assigned,2026-02-03T14:35:23.072565,system,2,0.1
TICKET_1286,In_Progress,2026-02-03T15:16:23.072565,agent_1,41,12.3
TICKET_1286,Escalated,2026-02-03T18:24:23.072565,agent_2,188,112.8
TICKET_1286,In_Progress,2026-02-03T21:05:23.072565,agent_2,161,96.6
TICKET_1286,Closed,2026-02-03T21:08:23.072565,system,3,0.15
TICKET_1287,Created,2026-02-03T14:32:23.072635,system,3,0.15
TICKET_1287,Assigned,2026-02-03T14:36:23.072635,system,4,0.2
TICKET_1287,In_Progress,2026-02-03T17:32:23.072635,agent_1,176,52.8
TICKET_1287,Closed,2026-02-03T17:33:23.072635,system,1,0.05
TICKET_1288,Created,2026-02-03T14:31:23.072681,system,2,0.1
TICKET_1288,Assigned,2026-02-03T14:47:23.072681,system,16,0.2
TICKET_1288,In_Progress,2026-02-03T16:56:23.072681,agent_2,129,77.4
TICKET_1288,Closed,2026-02-03T17:05:23.072681,system,9,0.15
TICKET_1289,Created,2026-02-03T14:33:23.072727,system,4,0.2
TICKET_1289,Assigned,2026-02-03T14:38:23.072727,system,5,0.25
TICKET_1289,In_Progress,2026-02-03T15:12:23.072727,agent_2,34,20.4
TICKET_1289,Escalated,2026-02-03T19:31:23.072727,agent_2,259,155.4
TICKET_1289,Approved,2026-02-03T23:27:23.072727,manager,236,283.2
TICKET_1289,Closed,2026-02-03T23:29:23.072727,system,2,0.1
TICKET_1290,Created,2026-02-03T14:38:23.072796,system,9,0.15
TICKET_1290,Assigned,2026-02-03T14:42:23.072796,system,4,0.2
TICKET_1290,In_Progress,2026-02-03T17:02:23.072796,agent_1,140,42.0
TICKET_1290,Escalated,2026-02-03T20:56:23.072796,agent_2,234,140.4
TICKET_1290,In_Progress,2026-02-03T23:11:23.072796,agent_2,135,81.0
TICKET_1290,Closed,2026-02-03T23:14:23.072796,system,3,0.05
TICKET_1291,Created,2026-02-03T14:32:23.072866,system,3,0.15
TICKET_1291,Assigned,2026-02-03T14:36:23.072866,system,4,0.2
TICKET_1291,In_Progress,2026-02-03T17:06:23.072866,agent_1,150,45.0
TICKET_1291,Approved,2026-02-03T21:51:23.072866,manager,285,342.0
TICKET_1291,Closed,2026-02-03T21:54:23.072866,system,3,0.15
TICKET_1292,Created,2026-02-03T14:30:23.072924,system,1,0.05
TICKET_1292,Assigned,2026-02-03T14:33:23.072924,system,3,0.15
TICKET_1292,In_Progress,2026-02-03T17:10:23.072924,agent_2,157,94.2
TICKET_1292,Approved,2026-02-04T00:13:23.072924,manager,423,169.2
TICKET_1292,Closed,2026-02-04T00:16:23.072924,system,3,0.15
TICKET_1293,Created,2026-02-03T14:34:23.072981,system,5,0.25
TICKET_1293,Assigned,2026-02-03T14:36:23.072981,system,2,0.1
TICKET_1293,In_Progress,2026-02-03T16:13:23.072981,agent_2,97,58.2
TICKET_1293,Escalated,2026-02-03T21:09:23.072981,agent_2,296,177.6
TICKET_1293,Approved,2026-02-04T05:35:23.072981,manager,506,607.2
TICKET_1293,Closed,2026-02-04T05:38:23.072981,system,3,0.15
TICKET_1294,Created,2026-02-03T14:30:23.073050,system,1,0.05
TICKET_1294,Assigned,2026-02-03T14:32:23.073050,system,2,0.1
TICKET_1294,In_Progress,2026-02-03T17:04:23.073050,agent_2,152,91.2
TICKET_1294,Closed,2026-02-03T17:07:23.073050,system,3,0.15
TICKET_1295,Created,2026-02-03T14:33:23.073096,system,4,0.2
TICKET_1295,Assigned,2026-02-03T14:35:23.073096,system,2,0.1
TICKET_1295,In_Progress,2026-02-03T16:46:23.073096,agent_1,131,39.3
TICKET_1295,Closed,2026-02-03T16:48:23.073096,system,2,0.1
TICKET_1296,Created,2026-02-03T14:33:23.073145,system,4,0.2
TICKET_1296,Assigned,2026-02-03T14:37:23.073145,system,4,0.2
TICKET_1296,In_Progress,2026-02-03T16:34:23.073145,agent_1,117,35.1
TICKET_1296,Closed,2026-02-03T16:37:23.073145,system,3,0.15
TICKET_1297,Created,2026-02-03T14:34:23.073190,system,5,0.25
TICKET_1297,Assigned,2026-02-03T14:39:23.073190,system,5,0.25
TICKET_1297,In_Progress,2026-02-03T15:23:23.073190,agent_1,44,13.2
TICKET_1297,Closed,2026-02-03T15:25:23.073190,system,2,0.1
TICKET_1298,Created,2026-02-03T14:30:23.073236,system,1,0.05
TICKET_1298,Assigned,2026-02-03T14:34:23.073236,system,4,0.2
TICKET_1298,In_Progress,2026-02-03T16:40:23.073236,agent_2,126,75.6
TICKET_1298,Closed,2026-02-03T16:42:23.073236,system,2,0.1
TICKET_1299,Created,2026-02-03T14:31:23.073282,system,2,0.05
TICKET_1299,Assigned,2026-02-03T14:36:23.073282,system,5,0.25
TICKET_1299,In_Progress,2026-02-03T17:02:23.073282,agent_1,146,43.8
TICKET_1299,Closed,2026-02-03T17:05:23.073282,system,3,0.15
TICKET_1300,Created,2026-02-03T14:30:23.073328,system,1,0.05
TICKET_1300,Assigned,2026-02-03T14:32:23.073328,system,2,0.1
TICKET_1300,In_Progress,2026-02-03T15:30:23.073328,agent_2,58,34.8
TICKET_1300,Approved,2026-02-03T18:46:23.073328,manager,196,235.2
TICKET_1300,Closed,2026-02-03T18:48:23.073328,system,2,0.1
TICKET_1301,Created,2026-02-03T14:32:23.073385,system,3,0.15
TICKET_1301,Assigned,2026-02-03T14:36:23.073385,system,4,0.2
TICKET_1301,In_Progress,2026-02-03T16:18:23.073385,agent_1,102,30.6
TICKET_1301,Closed,2026-02-03T16:19:23.073385,system,1,0.05
TICKET_1302,Created,2026-02-03T14:45:23.073431,system,16,0.2
TICKET_1302,Assigned,2026-02-03T14:47:23.073431,system,2,0.1
TICKET_1302,In_Progress,2026-02-03T16:38:23.073431,agent_1,111,33.3
TICKET_1302,Closed,2026-02-03T16:40:23.073431,system,2,0.1
TICKET_1303,Created,2026-02-03T14:34:23.073477,system,5,0.25
TICKET_1303,Assigned,2026-02-03T14:37:23.073477,system,3,0.15
TICKET_1303,In_Progress,2026-02-03T16:33:23.073477,agent_1,116,34.8
TICKET_1303,Escalated,2026-02-03T18:59:23.073477,agent_2,146,87.6
TICKET_1303,Approved,2026-02-04T04:56:23.073477,manager,597,238.8
TICKET_1303,Closed,2026-02-04T04:58:23.073477,system,2,0.1
TICKET_1304,Created,2026-02-03T14:31:23.073551,system,2,0.1
TICKET_1304,Assigned,2026-02-03T14:34:23.073551,system,3,0.15
TICKET_1304,In_Progress,2026-02-03T15:35:23.073551,agent_2,61,36.6
TICKET_1304,Escalated,2026-02-03T19:01:23.073551,agent_2,206,123.6
TICKET_1304,Approved,2026-02-04T03:40:23.073551,manager,519,622.8
TICKET_1304,Closed,2026-02-04T03:42:23.073551,system,2,0.1
TICKET_1305,Created,2026-02-03T14:32:23.073627,system,3,0.15
TICKET_1305,Assigned,2026-02-03T14:37:23.073627,system,5,0.25
TICKET_1305,In_Progress,2026-02-03T17:26:23.073627,agent_1,169,50.7
TICKET_1305,Escalated,2026-02-03T19:51:23.073627,agent_2,145,87.0
TICKET_1305,Approved,2026-02-04T00:04:23.073627,manager,253,303.6
TICKET_1305,Closed,2026-02-04T00:07:23.073627,system,3,0.15
TICKET_1306,Created,2026-02-03T14:34:23.073696,system,5,0.25
TICKET_1306,Assigned,2026-02-03T14:39:23.073696,system,5,0.25
TICKET_1306,In_Progress,2026-02-03T15:58:23.073696,agent_2,79,47.4
TICKET_1306,Closed,2026-02-03T16:00:23.073696,system,2,0.1
TICKET_1307,Created,2026-02-03T14:34:23.073742,system,5,0.25
TICKET_1307,Assigned,2026-02-03T14:39:23.073742,system,5,0.25
TICKET_1307,In_Progress,2026-02-03T17:36:23.073742,agent_2,177,106.2
TICKET_1307,Approved,2026-02-04T16:21:23.073742,manager,1365,546.0
TICKET_1307,Closed,2026-02-04T16:24:23.073742,system,3,0.15
TICKET_1308,Created,2026-02-03T14:32:23.073800,system,3,0.15
TICKET_1308,Assigned,2026-02-03T14:35:23.073800,system,3,0.15
TICKET_1308,In_Progress,2026-02-03T16:21:23.073800,agent_2,106,63.6
TICKET_1308,Closed,2026-02-03T16:24:23.073800,system,3,0.15
TICKET_1309,Created,2026-02-03T14:30:23.073847,system,1,0.05
TICKET_1309,Assigned,2026-02-03T14:35:23.073847,system,5,0.25
TICKET_1309,In_Progress,2026-02-03T16:04:23.073847,agent_1,89,26.7
TICKET_1309,Closed,2026-02-03T16:06:23.073847,system,2,0.1
TICKET_1310,Created,2026-02-03T14:33:23.073896,system,4,0.2
TICKET_1310,Assigned,2026-02-03T14:37:23.073896,system,4,0.2
TICKET_1310,In_Progress,2026-02-03T15:49:23.073896,agent_2,72,43.2
TICKET_1310,Closed,2026-02-03T15:50:23.073896,system,1,0.05
TICKET_1311,Created,2026-02-03T14:32:23.073942,system,3,0.15
TICKET_1311,Assigned,2026-02-03T14:36:23.073942,system,4,0.2
TICKET_1311,In_Progress,2026-02-03T16:56:23.073942,agent_2,140,84.0
TICKET_1311,Escalated,2026-02-03T18:50:23.073942,agent_2,114,68.4
TICKET_1311,In_Progress,2026-02-03T20:14:23.073942,agent_2,84,50.4
TICKET_1311,Closed,2026-02-03T20:17:23.073942,system,3,0.15
TICKET_1312,Created,2026-02-03T14:33:23.074012,system,4,0.2
TICKET_1312,Assigned,2026-02-03T14:35:23.074012,system,2,0.1
TICKET_1312,In_Progress,2026-02-03T17:28:23.074012,agent_1,173,51.9
TICKET_1312,Approved,2026-02-04T00:17:23.074012,manager,409,490.8
TICKET_1312,Closed,2026-02-04T00:18:23.074012,system,1,0.05
TICKET_1313,Created,2026-02-03T14:32:23.074070,system,3,0.15
TICKET_1313,Assigned,2026-02-03T14:35:23.074070,system,3,0.15
TICKET_1313,In_Progress,2026-02-03T16:39:23.074070,agent_2,124,74.4
TICKET_1313,Escalated,2026-02-03T19:38:23.074070,agent_2,179,107.4
TICKET_1313,Approved,2026-02-04T01:41:23.074070,manager,363,145.2
TICKET_1313,Closed,2026-02-04T01:44:23.074070,system,3,0.15
TICKET_1314,Created,2026-02-03T14:34:23.074151,system,5,0.25
TICKET_1314,Assigned,2026-02-03T14:37:23.074151,system,3,0.15
TICKET_1314,In_Progress,2026-02-03T16:15:23.074151,agent_1,98,29.4
TICKET_1314,Closed,2026-02-03T16:16:23.074151,system,1,0.05
TICKET_1315,Created,2026-02-03T14:34:23.074198,system,5,0.25
TICKET_1315,Assigned,2026-02-03T14:38:23.074198,system,4,0.2
TICKET_1315,In_Progress,2026-02-03T15:50:23.074198,agent_2,72,43.2
TICKET_1315,Escalated,2026-02-03T16:59:23.074198,agent_2,69,41.4
TICKET_1315,In_Progress,2026-02-03T19:02:23.074198,agent_1,123,36.9
TICKET_1315,Closed,2026-02-03T19:04:23.074198,system,2,0.1
TICKET_1316,Created,2026-02-03T14:33:23.074268,system,4,0.2
TICKET_1316,Assigned,2026-02-03T14:36:23.074268,system,3,0.15
TICKET_1316,In_Progress,2026-02-03T16:14:23.074268,agent_2,98,58.8
TICKET_1316,Closed,2026-02-03T16:15:23.074268,system,1,0.05
TICKET_1317,Created,2026-02-03T14:31:23.074314,system,2,0.1
TICKET_1317,Assigned,2026-02-03T14:33:23.074314,system,2,0.1
TICKET_1317,In_Progress,2026-02-03T17:04:23.074314,agent_2,151,90.6
TICKET_1317,Closed,2026-02-03T17:05:23.074314,system,1,0.05
TICKET_1318,Created,2026-02-03T14:33:23.074361,system,4,0.2
TICKET_1318,Assigned,2026-02-03T14:37:23.074361,system,4,0.2
TICKET_1318,In_Progress,2026-02-03T16:44:23.074361,agent_2,127,76.2
TICKET_1318,Closed,2026-02-03T16:45:23.074361,system,1,0.05
TICKET_1319,Created,2026-02-03T14:34:23.074408,system,5,0.25
TICKET_1319,Assigned,2026-02-03T14:38:23.074408,system,4,0.1
TICKET_1319,In_Progress,2026-02-03T16:55:23.074408,agent_2,137,82.2
TICKET_1319,Closed,2026-02-03T16:56:23.074408,system,1,0.05
TICKET_1320,Created,2026-02-03T14:33:23.074454,system,4,0.2
TICKET_1320,Assigned,2026-02-03T14:45:23.074454,system,12,0.15
TICKET_1320,In_Progress,2026-02-03T15:58:23.074454,agent_2,73,43.8
TICKET_1320,Escalated,2026-02-03T20:21:23.074454,agent_2,263,157.8
TICKET_1320,Approved,2026-02-04T04:46:23.074454,manager,505,606.0
TICKET_1320,Closed,2026-02-04T04:50:23.074454,system,4,0.1
TICKET_1321,Created,2026-02-03T14:30:23.074524,system,1,0.05
TICKET_1321,Assigned,2026-02-03T14:32:23.074524,system,2,0.1
TICKET_1321,In_Progress,2026-02-03T15:36:23.074524,agent_2,64,38.4
TICKET_1321,Closed,2026-02-03T15:37:23.074524,system,1,0.05
TICKET_1322,Created,2026-02-03T14:33:23.074575,system,4,0.2
TICKET_1322,Assigned,2026-02-03T14:37:23.074575,system,4,0.2
TICKET_1322,In_Progress,2026-02-03T17:34:23.074575,agent_1,177,53.1
TICKET_1322,Escalated,2026-02-03T21:41:23.074575,agent_2,247,148.2
TICKET_1322,In_Progress,2026-02-04T01:47:23.074575,agent_2,246,49.2
TICKET_1322,Closed,2026-02-04T01:50:23.074575,system,3,0.15
TICKET_1323,Created,2026-02-03T14:30:23.074654,system,1,0.05
TICKET_1323,Assigned,2026-02-03T14:33:23.074654,system,3,0.15
TICKET_1323,In_Progress,2026-02-03T15:03:23.074654,agent_2,30,18.0
TICKET_1323,Escalated,2026-02-03T17:39:23.074654,agent_2,156,93.6
TICKET_1323,Approved,2026-02-04T16:15:23.074654,manager,1356,542.4
TICKET_1323,Closed,2026-02-04T16:18:23.074654,system,3,0.15
TICKET_1324,Created,2026-02-03T14:31:23.074723,system,2,0.1
TICKET_1324,Assigned,2026-02-03T14:36:23.074723,system,5,0.25
TICKET_1324,In_Progress,2026-02-03T16:02:23.074723,agent_2,86,51.6
TICKET_1324,Escalated,2026-02-03T20:07:23.074723,agent_2,245,147.0
TICKET_1324,In_Progress,2026-02-03T21:29:23.074723,agent_2,82,49.2
TICKET_1324,Escalated,2026-02-03T22:32:23.074723,agent_2,63,37.8
TICKET_1324,In_Progress,2026-02-03T23:49:23.074723,agent_2,77,46.2
TICKET_1324,Approved,2026-02-04T03:54:23.074723,manager,245,294.0
TICKET_1324,Closed,2026-02-04T03:56:23.074723,system,2,0.1
TICKET_1325,Created,2026-02-03T14:34:23.074827,system,5,0.25
TICKET_1325,Assigned,2026-02-03T14:40:23.074827,system,6,0.1
